Tag,Word,Freq,Pos,Neg,Neu
IMP,feel like,0.002439520227688555,0.0,0.5833333333333334,0.4166666666666667
IMP,also like,0.0006098800569221387,0.0,0.6666666666666666,0.3333333333333333
IMP,ask question,0.0004065867046147591,0.0,0.5,0.5
IMP,really like,0.0010164667615368977,0.6,0.2,0.2
IMP,ask questions,0.0004065867046147591,0.0,0.5,0.5
IMP,extra information,0.0004065867046147591,0.0,0.0,1.0
IMP,like look,0.0004065867046147591,0.0,0.0,1.0
IMP,like maybe,0.0004065867046147591,0.0,0.0,1.0
IMP,really cool,0.0004065867046147591,1.0,0.0,0.0
IMP,really really,0.0008131734092295182,0.5,0.5,0.0
IMP,maybe like,0.0004065867046147591,0.0,1.0,0.0
IMP,different things,0.0006098800569221387,0.0,0.6666666666666666,0.3333333333333333
IMP,office hours,0.0008131734092295182,0.0,0.75,0.25
IMP,something little,0.0004065867046147591,0.0,0.5,0.5
IMP,different cultures,0.0004065867046147591,0.0,0.0,1.0
IMP,different backgrounds,0.0006098800569221387,0.0,0.6666666666666666,0.3333333333333333
IMP,know exactly,0.0004065867046147591,0.0,1.0,0.0
IMP,good job,0.0004065867046147591,0.0,0.5,0.5
IMP,big one,0.0004065867046147591,0.0,1.0,0.0
IMP,know getting,0.0004065867046147591,0.5,0.5,0.0
IMP,upper level,0.0004065867046147591,0.0,0.5,0.5
IMP,like junior,0.0004065867046147591,0.0,0.5,0.5
IMP,senior year,0.0006098800569221387,0.0,0.3333333333333333,0.6666666666666666
IMP,like tutoring,0.0004065867046147591,0.0,0.0,1.0
IMP,program like,0.0004065867046147591,0.5,0.0,0.5
IMP,like tutor,0.0006098800569221387,0.0,0.0,1.0
IMP,courses like,0.0006098800569221387,0.0,0.3333333333333333,0.6666666666666666
IMP,engineering perspective,0.0004065867046147591,0.0,1.0,0.0
IMP,hey real,0.0006098800569221387,0.3333333333333333,0.3333333333333333,0.3333333333333333
IMP,like may,0.0004065867046147591,0.0,0.0,1.0
IMP,go back,0.0004065867046147591,0.0,0.5,0.5
IMP,three things,0.0004065867046147591,0.0,1.0,0.0
IMP,computer science,0.0008131734092295182,0.25,0.25,0.5
IMP,would suggest,0.0004065867046147591,0.0,0.0,1.0
IMP,younger student,0.0004065867046147591,0.0,0.0,1.0
IMP,math course,0.0004065867046147591,0.0,1.0,0.0
IMP,math lab,0.0004065867046147591,0.0,1.0,0.0
IMP,would change,0.0004065867046147591,0.0,1.0,0.0
IMP,teach students,0.0004065867046147591,0.0,1.0,0.0
IMP,major course,0.0004065867046147591,0.0,0.5,0.5
IMP,know going,0.0004065867046147591,0.0,0.0,1.0
IMP,working together,0.0010164667615368977,0.2,0.4,0.4
IMP,always like,0.0004065867046147591,0.0,0.5,0.5
IMP,really teach,0.0004065867046147591,0.0,1.0,0.0
IMP,work together,0.0006098800569221387,0.3333333333333333,0.6666666666666666,0.0
IMP,work environment,0.0004065867046147591,0.0,0.5,0.5
IMP,going back,0.0004065867046147591,0.0,0.5,0.5
IMP,compsci department,0.0004065867046147591,0.0,0.0,1.0
IMP,cs course,0.0004065867046147591,0.0,0.5,0.5
IMP,evaluate everything,0.0004065867046147591,0.0,0.0,1.0
IMP,second half,0.0004065867046147591,0.0,0.0,1.0
IMP,final exam,0.0004065867046147591,0.0,0.0,1.0
IMP,time faculty,0.0004065867046147591,0.0,1.0,0.0
IMP,information systems,0.0006098800569221387,0.0,0.0,1.0
IMP,really learn,0.0004065867046147591,0.0,0.5,0.5
